id,part_number,name,description,category,subcategory,manufacturer,manufacturer_part_number,supplier_id,unit_of_measure,unit_cost,stock_quantity,reserved_quantity,min_stock_level,max_stock_level,reorder_point,reorder_quantity,lead_time_days,storage_location,bin_location,barcode,weight,dimensions,hazmat_classification,shelf_life_days,warranty_period_days,last_counted_date,abc_classification,usage_rate_monthly,ai_demand_forecast,ai_optimal_stock,price_history,supplier_alternates,compatible_assets,created_date,updated_date
159,TF-HVA-COM-0159,Parker Hannifin Compressors 810,High-quality compressors for industrial applications,HVAC,Compressors,Parker Hannifin,PAR23118,4,LB,102.35,15,FALSE,15,8,88,17,26,13,Electronics Lab,Electronics Lab-C08,TF889835354240,,,,,,,B,22.39,{},,[],[],[],2025-09-28 13:39:07.703387,2025-09-28 18:39:07
160,TF-HVA-COM-0160,Balluff Compressors 837,High-quality compressors for industrial applications,HVAC,Compressors,Balluff,BAL27217,4,LB,631.01,38,FALSE,38,10,105,21,31,12,Warehouse B-2,Warehouse B-2-A18,TF240989263120,,,,,,,B,48.17,{},,[],[],[],2025-09-28 13:39:07.703399,2025-09-28 18:39:07
161,TF-HVA-COM-0161,SMC Compressors 966,High-quality compressors for industrial applications,HVAC,Compressors,SMC,SMC49533,5,BOX,781.17,152,FALSE,152,15,157,31,47,7,Warehouse A-1,Warehouse A-1-B04,TF586273018553,,,,,,,A,40.78,{},,[],[],[],2025-09-28 13:39:07.703410,2025-09-28 18:39:07
162,TF-HVA-COM-0162,Fanuc Compressors 508,High-quality compressors for industrial applications,HVAC,Compressors,Fanuc,FAN22305,3,EA,608.09,122,FALSE,122,14,146,29,43,8,Tool Crib,Tool Crib-B10,TF329390325856,,,,,,,B,27.2,{},,[],[],[],2025-09-28 13:39:07.703421,2025-09-28 18:39:07
163,TF-HVA-COM-0163,Festo Compressors 913,High-quality compressors for industrial applications,HVAC,Compressors,Festo,FES96646,2,EA,621.16,66,FALSE,66,7,72,14,21,9,Warehouse B-1,Warehouse B-1-C08,TF821709438737,,,,,,,C,42.76,{},,[],[],[],2025-09-28 13:39:07.703433,2025-09-28 18:39:07
164,TF-HVA-REF-0164,Fanuc Refrigerant 571,High-quality refrigerant for industrial applications,HVAC,Refrigerant,Fanuc,FAN41319,2,FT,288.81,44,FALSE,44,7,72,14,21,20,Electronics Lab,Electronics Lab-B18,TF162574962904,,,,,,,C,14.05,{},,[],[],[],2025-09-28 13:39:07.703444,2025-09-28 18:39:07
165,TF-HVA-REF-0165,Keyence Refrigerant 769,High-quality refrigerant for industrial applications,HVAC,Refrigerant,Keyence,KEY12512,3,BOX,619.45,13,FALSE,13,6,65,13,19,4,Warehouse B-1,Warehouse B-1-B03,TF785360150173,,,,,,,C,15.83,{},,[],[],[],2025-09-28 13:39:07.703456,2025-09-28 18:39:07
166,TF-HVA-REF-0166,Cognex Refrigerant 416,High-quality refrigerant for industrial applications,HVAC,Refrigerant,Cognex,COG34348,4,FT,524.97,27,FALSE,27,15,157,31,47,6,Warehouse B-2,Warehouse B-2-C19,TF964410098739,,,,,,,B,9.2,{},,[],[],[],2025-09-28 13:39:07.703467,2025-09-28 18:39:07
167,TF-HVA-INS-0167,Pepperl+Fuchs Insulation 465,High-quality insulation for industrial applications,HVAC,Insulation,Pepperl+Fuchs,PEP75804,3,FT,218.68,31,FALSE,31,18,186,37,55,16,Electronics Lab,Electronics Lab-C12,TF430178424251,,,,,,,C,2.25,{},,[],[],[],2025-09-28 13:39:07.703479,2025-09-28 18:39:07
168,TF-HVA-INS-0168,Emerson Insulation 374,High-quality insulation for industrial applications,HVAC,Insulation,Emerson,EME83872,2,LB,560.8,50,FALSE,50,6,68,13,20,4,Maintenance Shop,Maintenance Shop-A16,TF680908489125,,,,,,,C,6.65,{},,[],[],[],2025-09-28 13:39:07.703491,2025-09-28 18:39:07
169,TF-HVA-INS-0169,Schneider Electric Insulation 546,High-quality insulation for industrial applications,HVAC,Insulation,Schneider Electric,SCH61583,4,ROLL,368.87,108,FALSE,108,11,119,23,35,3,Warehouse B-2,Warehouse B-2-C03,TF625292367740,,,,,,,B,44.44,{},,[],[],[],2025-09-28 13:39:07.703502,2025-09-28 18:39:07
170,TF-HVA-INS-0170,Keyence Insulation 818,High-quality insulation for industrial applications,HVAC,Insulation,Keyence,KEY14566,4,BOX,703.15,111,FALSE,111,19,199,39,59,17,Tool Crib,Tool Crib-A07,TF943320514221,,,,,,,B,49.79,{},,[],[],[],2025-09-28 13:39:07.703514,2025-09-28 18:39:07
171,TF-HVA-INS-0171,Parker Hannifin Insulation 378,High-quality insulation for industrial applications,HVAC,Insulation,Parker Hannifin,PAR89828,TRUE,BOX,176.73,134,FALSE,134,17,171,34,51,7,Warehouse A-1,Warehouse A-1-B18,TF697503374308,,,,,,,B,12.23,{},,[],[],[],2025-09-28 13:39:07.703525,2025-09-28 18:39:07
172,TF-HVA-INS-0172,Bosch Rexroth Insulation 903,High-quality insulation for industrial applications,HVAC,Insulation,Bosch Rexroth,BOS79092,3,FT,413.14,34,FALSE,34,8,89,17,26,19,Chemical Storage,Chemical Storage-B19,TF470066424457,,,,,,,A,12.86,{},,[],[],[],2025-09-28 13:39:07.703537,2025-09-28 18:39:07
173,TF-HVA-INS-0173,Balluff Insulation 187,High-quality insulation for industrial applications,HVAC,Insulation,Balluff,BAL60952,2,BOX,177.43,60,FALSE,60,15,157,31,47,13,Warehouse B-2,Warehouse B-2-C06,TF883494817177,,,,,,,B,47.64,{},,[],[],[],2025-09-28 13:39:07.703548,2025-09-28 18:39:07
174,TF-HVA-INS-0174,Cognex Insulation 202,High-quality insulation for industrial applications,HVAC,Insulation,Cognex,COG64537,3,GAL,420.64,48,FALSE,48,5,53,10,15,18,Warehouse A-2,Warehouse A-2-A16,TF678533439184,,,,,,,A,12.6,{},,[],[],[],2025-09-28 13:39:07.703559,2025-09-28 18:39:07
175,TF-HVA-DUC-0175,Emerson Ductwork 590,High-quality ductwork for industrial applications,HVAC,Ductwork,Emerson,EME78318,TRUE,BOX,29.79,11,FALSE,11,2,26,5,7,12,Warehouse A-2,Warehouse A-2-C07,TF232969284169,,,,,,,C,13.17,{},,[],[],[],2025-09-28 13:39:07.703571,2025-09-28 18:39:07
176,TF-HVA-DUC-0176,Honeywell Ductwork 913,High-quality ductwork for industrial applications,HVAC,Ductwork,Honeywell,HON38616,4,BOX,535.64,21,FALSE,21,6,65,13,19,14,Warehouse B-1,Warehouse B-1-C11,TF393208365625,,,,,,,A,46.18,{},,[],[],[],2025-09-28 13:39:07.703583,2025-09-28 18:39:07
177,TF-HVA-DUC-0177,Cognex Ductwork 848,High-quality ductwork for industrial applications,HVAC,Ductwork,Cognex,COG54962,5,EA,685.13,154,FALSE,154,16,160,32,48,11,Warehouse B-2,Warehouse B-2-B17,TF926091158318,,,,,,,C,10.03,{},,[],[],[],2025-09-28 13:39:07.703594,2025-09-28 18:39:07
178,TF-HVA-DUC-0178,Mitsubishi Ductwork 690,High-quality ductwork for industrial applications,HVAC,Ductwork,Mitsubishi,MIT89622,4,FT,431.65,22,FALSE,22,8,80,16,24,9,Chemical Storage,Chemical Storage-A16,TF976716526860,,,,,,,C,28.43,{},,[],[],[],2025-09-28 13:39:07.703606,2025-09-28 18:39:07
179,TF-CON-LUB-0179,Siemens Lubricants 844,High-quality lubricants for industrial applications,Consumables,Lubricants,Siemens,SIE55818,3,BOX,41.97,34,FALSE,34,10,105,21,31,20,Maintenance Shop,Maintenance Shop-A11,TF182292231709,,,,,,,C,20.12,{},,[],[],[],2025-09-28 13:39:07.703617,2025-09-28 18:39:07
180,TF-CON-LUB-0180,Cognex Lubricants 496,High-quality lubricants for industrial applications,Consumables,Lubricants,Cognex,COG26608,2,GAL,10.53,67,FALSE,67,15,154,30,46,15,Warehouse B-2,Warehouse B-2-C03,TF714229943541,,,,,,,C,45.97,{},,[],[],[],2025-09-28 13:39:07.703629,2025-09-28 18:39:07
181,TF-CON-LUB-0181,Cognex Lubricants 660,High-quality lubricants for industrial applications,Consumables,Lubricants,Cognex,COG51543,5,ROLL,20.28,19,FALSE,19,7,77,15,23,14,Maintenance Shop,Maintenance Shop-C10,TF584648508497,,,,,,,A,49.38,{},,[],[],[],2025-09-28 13:39:07.703642,2025-09-28 18:39:07
182,TF-CON-GRE-0182,Phoenix Contact Grease 499,High-quality grease for industrial applications,Consumables,Grease,Phoenix Contact,PHO48773,TRUE,BOX,11.54,46,FALSE,46,6,65,13,19,11,Tool Crib,Tool Crib-B18,TF886372700389,,,,,,,B,16.74,{},,[],[],[],2025-09-28 13:39:07.703653,2025-09-28 18:39:07
183,TF-CON-GRE-0183,Eaton Grease 394,High-quality grease for industrial applications,Consumables,Grease,Eaton,EAT84652,TRUE,GAL,14.34,31,FALSE,31,5,50,10,15,18,Maintenance Shop,Maintenance Shop-A08,TF974776459513,,,,,,,C,40.35,{},,[],[],[],2025-09-28 13:39:07.703665,2025-09-28 18:39:07
184,TF-CON-GRE-0184,Fanuc Grease 604,High-quality grease for industrial applications,Consumables,Grease,Fanuc,FAN53007,TRUE,ROLL,32.58,22,FALSE,22,14,145,29,43,8,Tool Crib,Tool Crib-C06,TF641652163007,,,,,,,A,8.85,{},,[],[],[],2025-09-28 13:39:07.703676,2025-09-28 18:39:07
185,TF-CON-GRE-0185,Festo Grease 617,High-quality grease for industrial applications,Consumables,Grease,Festo,FES14212,5,EA,36.62,11,FALSE,11,11,115,23,34,13,Warehouse B-2,Warehouse B-2-C01,TF894667824027,,,,,,,C,47.39,{},,[],[],[],2025-09-28 13:39:07.703694,2025-09-28 18:39:07
186,TF-CON-GRE-0186,Allen-Bradley Grease 666,High-quality grease for industrial applications,Consumables,Grease,Allen-Bradley,ALL94038,TRUE,EA,7.24,6,FALSE,6,2,20,4,6,17,Warehouse A-1,Warehouse A-1-B11,TF692420219902,,,,,,,C,18.92,{},,[],[],[],2025-09-28 13:39:07.703706,2025-09-28 18:39:07
187,TF-CON-GRE-0187,Schneider Electric Grease 275,High-quality grease for industrial applications,Consumables,Grease,Schneider Electric,SCH92935,5,LB,24.15,11,FALSE,11,8,88,17,26,19,Warehouse A-1,Warehouse A-1-C10,TF562072028151,,,,,,,C,6.18,{},,[],[],[],2025-09-28 13:39:07.703717,2025-09-28 18:39:07
188,TF-CON-GRE-0188,Emerson Grease 657,High-quality grease for industrial applications,Consumables,Grease,Emerson,EME81632,5,FT,40.33,28,FALSE,28,6,69,13,20,10,Electronics Lab,Electronics Lab-A02,TF301487851120,,,,,,,C,3.92,{},,[],[],[],2025-09-28 13:39:07.703728,2025-09-28 18:39:07
189,TF-CON-GRE-0189,Schneider Electric Grease 804,High-quality grease for industrial applications,Consumables,Grease,Schneider Electric,SCH74355,4,ROLL,49.75,88,FALSE,88,11,110,22,33,5,Maintenance Shop,Maintenance Shop-A13,TF105075898648,,,,,,,B,38.2,{},,[],[],[],2025-09-28 13:39:07.703740,2025-09-28 18:39:07
190,TF-CON-COO-0190,Allen-Bradley Coolant 600,High-quality coolant for industrial applications,Consumables,Coolant,Allen-Bradley,ALL72366,TRUE,FT,32.8,15,FALSE,15,4,43,8,12,18,Electronics Lab,Electronics Lab-C14,TF619001710643,,,,,,,B,18.87,{},,[],[],[],2025-09-28 13:39:07.703752,2025-09-28 18:39:07
191,TF-CON-COO-0191,Fanuc Coolant 296,High-quality coolant for industrial applications,Consumables,Coolant,Fanuc,FAN87915,4,ROLL,18.43,10,FALSE,10,8,89,17,26,12,Maintenance Shop,Maintenance Shop-B13,TF179489812556,,,,,,,C,34.79,{},,[],[],[],2025-09-28 13:39:07.703764,2025-09-28 18:39:07
192,TF-CON-COO-0192,Fanuc Coolant 878,High-quality coolant for industrial applications,Consumables,Coolant,Fanuc,FAN48856,TRUE,FT,4.3,165,FALSE,165,16,169,33,50,10,Warehouse B-1,Warehouse B-1-A16,TF125853482893,,,,,,,B,42.29,{},,[],[],[],2025-09-28 13:39:07.703775,2025-09-28 18:39:07
193,TF-CON-COO-0193,Keyence Coolant 728,High-quality coolant for industrial applications,Consumables,Coolant,Keyence,KEY66266,2,EA,24.92,45,FALSE,45,4,47,9,14,18,Warehouse A-1,Warehouse A-1-C11,TF733435272488,,,,,,,C,40.65,{},,[],[],[],2025-09-28 13:39:07.703786,2025-09-28 18:39:07
194,TF-CON-CLE-0194,Siemens Cleaning Supplies 691,High-quality cleaning supplies for industrial applications,Consumables,Cleaning Supplies,Siemens,SIE15589,5,FT,12.38,93,FALSE,93,10,109,21,32,7,Maintenance Shop,Maintenance Shop-B02,TF272612317723,,,,,,,A,6.32,{},,[],[],[],2025-09-28 13:39:07.703799,2025-09-28 18:39:07
195,TF-CON-CLE-0195,GE Cleaning Supplies 126,High-quality cleaning supplies for industrial applications,Consumables,Cleaning Supplies,GE,GE10718,3,BOX,28.23,106,FALSE,106,14,146,29,43,15,Warehouse B-2,Warehouse B-2-A08,TF546471589761,,,,,,,C,34.56,{},,[],[],[],2025-09-28 13:39:07.703811,2025-09-28 18:39:07
196,TF-CON-CLE-0196,Phoenix Contact Cleaning Supplies 691,High-quality cleaning supplies for industrial applications,Consumables,Cleaning Supplies,Phoenix Contact,PHO40142,TRUE,GAL,27.15,131,FALSE,131,14,144,28,43,6,Chemical Storage,Chemical Storage-C18,TF200177681527,,,,,,,A,37.38,{},,[],[],[],2025-09-28 13:39:07.703822,2025-09-28 18:39:07
197,TF-CON-CLE-0197,Fanuc Cleaning Supplies 544,High-quality cleaning supplies for industrial applications,Consumables,Cleaning Supplies,Fanuc,FAN44045,5,BOX,29.44,58,FALSE,58,15,159,31,47,16,Warehouse B-2,Warehouse B-2-B03,TF881274059627,,,,,,,C,19.81,{},,[],[],[],2025-09-28 13:39:07.703834,2025-09-28 18:39:07
198,TF-CON-ADH-0198,Keyence Adhesives 170,High-quality adhesives for industrial applications,Consumables,Adhesives,Keyence,KEY60772,2,FT,42.89,32,FALSE,32,5,57,11,17,11,Electronics Lab,Electronics Lab-C09,TF363513604404,,,,,,,C,3.22,{},,[],[],[],2025-09-28 13:39:07.703846,2025-09-28 18:39:07
199,TF-CON-ADH-0199,GE Adhesives 890,High-quality adhesives for industrial applications,Consumables,Adhesives,GE,GE43628,4,BOX,20.04,38,FALSE,38,18,185,37,55,8,Tool Crib,Tool Crib-A03,TF110960451212,,,,,,,B,19,{},,[],[],[],2025-09-28 13:39:07.703857,2025-09-28 18:39:07
200,TF-CON-ADH-0200,Keyence Adhesives 448,High-quality adhesives for industrial applications,Consumables,Adhesives,Keyence,KEY69575,4,EA,33.51,66,FALSE,66,17,176,35,52,16,Warehouse A-1,Warehouse A-1-B07,TF962995081501,,,,,,,C,47.35,{},,[],[],[],2025-09-28 13:39:07.703869,2025-09-28 18:39:07
201,TF-CON-ADH-0201,Festo Adhesives 714,High-quality adhesives for industrial applications,Consumables,Adhesives,Festo,FES84334,3,BOX,20.58,127,FALSE,127,19,197,39,59,11,Tool Crib,Tool Crib-A10,TF593099142092,,,,,,,A,33.54,{},,[],[],[],2025-09-28 13:39:07.703880,2025-09-28 18:39:07
202,TF-CON-SOL-0202,Balluff Solvents 968,High-quality solvents for industrial applications,Consumables,Solvents,Balluff,BAL29511,2,FT,46.76,153,FALSE,153,15,156,31,46,17,Maintenance Shop,Maintenance Shop-C01,TF913748028111,,,,,,,B,4.83,{},,[],[],[],2025-09-28 13:39:07.703892,2025-09-28 18:39:07
203,TF-CON-SOL-0203,Bosch Rexroth Solvents 134,High-quality solvents for industrial applications,Consumables,Solvents,Bosch Rexroth,BOS17555,4,LB,44.28,79,FALSE,79,10,102,20,30,20,Warehouse A-1,Warehouse A-1-B03,TF877747598521,,,,,,,C,28.07,{},,[],[],[],2025-09-28 13:39:07.703904,2025-09-28 18:39:07
204,TF-CON-SOL-0204,Parker Hannifin Solvents 142,High-quality solvents for industrial applications,Consumables,Solvents,Parker Hannifin,PAR36754,3,EA,40.37,18,FALSE,18,5,57,11,17,3,Tool Crib,Tool Crib-C13,TF759133630390,,,,,,,B,38.47,{},,[],[],[],2025-09-28 13:39:07.703915,2025-09-28 18:39:07
205,TF-CON-SOL-0205,Allen-Bradley Solvents 160,High-quality solvents for industrial applications,Consumables,Solvents,Allen-Bradley,ALL29441,4,FT,3.7,70,FALSE,70,8,80,16,24,18,Warehouse A-2,Warehouse A-2-C02,TF212694861771,,,,,,,C,11.49,{},,[],[],[],2025-09-28 13:39:07.703927,2025-09-28 18:39:07
206,TF-CON-RAG-0206,Siemens Rags 995,High-quality rags for industrial applications,Consumables,Rags,Siemens,SIE98794,2,FT,27.01,65,FALSE,65,9,98,19,29,4,Electronics Lab,Electronics Lab-B14,TF664875319924,,,,,,,C,14.86,{},,[],[],[],2025-09-28 13:39:07.703938,2025-09-28 18:39:07
207,TF-CON-RAG-0207,ABB Rags 549,High-quality rags for industrial applications,Consumables,Rags,ABB,ABB50250,TRUE,ROLL,7.09,47,FALSE,47,5,51,10,15,11,Chemical Storage,Chemical Storage-C01,TF171705403655,,,,,,,C,6.66,{},,[],[],[],2025-09-28 13:39:07.703949,2025-09-28 18:39:07
208,TF-CON-RAG-0208,Allen-Bradley Rags 373,High-quality rags for industrial applications,Consumables,Rags,Allen-Bradley,ALL10197,3,ROLL,39.28,24,FALSE,24,19,195,39,58,18,Chemical Storage,Chemical Storage-B03,TF781317140985,,,,,,,C,45.47,{},,[],[],[],2025-09-28 13:39:07.703961,2025-09-28 18:39:07
209,TF-CON-RAG-0209,GE Rags 968,High-quality rags for industrial applications,Consumables,Rags,GE,GE64708,2,ROLL,9.72,30,FALSE,30,5,52,10,15,9,Maintenance Shop,Maintenance Shop-B04,TF654397381014,,,,,,,C,8.74,{},,[],[],[],2025-09-28 13:39:07.703973,2025-09-28 18:39:07
210,TF-CON-GLO-0210,GE Gloves 513,High-quality gloves for industrial applications,Consumables,Gloves,GE,GE79094,4,GAL,23.06,79,FALSE,79,15,155,31,46,20,Maintenance Shop,Maintenance Shop-C18,TF453345791801,,,,,,,C,33.68,{},,[],[],[],2025-09-28 13:39:07.703985,2025-09-28 18:39:07
211,TF-CON-GLO-0211,Pepperl+Fuchs Gloves 529,High-quality gloves for industrial applications,Consumables,Gloves,Pepperl+Fuchs,PEP22341,3,FT,47.94,44,FALSE,44,10,106,21,31,11,Warehouse B-1,Warehouse B-1-A09,TF226239940554,,,,,,,B,43.42,{},,[],[],[],2025-09-28 13:39:07.703996,2025-09-28 18:39:07
212,TF-CON-GLO-0212,Parker Hannifin Gloves 377,High-quality gloves for industrial applications,Consumables,Gloves,Parker Hannifin,PAR59382,4,LB,7.57,69,FALSE,69,13,136,27,40,12,Warehouse A-1,Warehouse A-1-A14,TF895176581819,,,,,,,B,47.83,{},,[],[],[],2025-09-28 13:39:07.704007,2025-09-28 18:39:07
213,TF-CON-GLO-0213,Omron Gloves 168,High-quality gloves for industrial applications,Consumables,Gloves,Omron,OMR94757,4,GAL,10.55,27,FALSE,27,7,72,14,21,11,Warehouse B-2,Warehouse B-2-C07,TF800507655064,,,,,,,B,28.6,{},,[],[],[],2025-09-28 13:39:07.704019,2025-09-28 18:39:07
214,TF-CON-GLO-0214,Omron Gloves 980,High-quality gloves for industrial applications,Consumables,Gloves,Omron,OMR26523,2,GAL,33.85,27,FALSE,27,3,38,7,11,19,Warehouse B-1,Warehouse B-1-B10,TF787727817386,,,,,,,C,32.28,{},,[],[],[],2025-09-28 13:39:07.704030,2025-09-28 18:39:07
215,TF-CON-SAF-0215,Pepperl+Fuchs Safety Equipment 357,High-quality safety equipment for industrial applications,Consumables,Safety Equipment,Pepperl+Fuchs,PEP67259,TRUE,ROLL,27.66,22,FALSE,22,9,98,19,29,9,Warehouse B-1,Warehouse B-1-B20,TF160204415543,,,,,,,B,1.79,{},,[],[],[],2025-09-28 13:39:07.704042,2025-09-28 18:39:07
216,TF-CON-SAF-0216,Cognex Safety Equipment 196,High-quality safety equipment for industrial applications,Consumables,Safety Equipment,Cognex,COG29139,5,BOX,31.89,24,FALSE,24,6,62,12,18,15,Maintenance Shop,Maintenance Shop-B02,TF675404964116,,,,,,,C,43.68,{},,[],[],[],2025-09-28 13:39:07.704053,2025-09-28 18:39:07
217,TF-CON-SAF-0217,Festo Safety Equipment 702,High-quality safety equipment for industrial applications,Consumables,Safety Equipment,Festo,FES58805,3,EA,45.64,112,FALSE,112,11,114,22,34,20,Electronics Lab,Electronics Lab-A07,TF506755504831,,,,,,,B,33.52,{},,[],[],[],2025-09-28 13:39:07.704065,2025-09-28 18:39:07
218,TF-CON-SAF-0218,Allen-Bradley Safety Equipment 577,High-quality safety equipment for industrial applications,Consumables,Safety Equipment,Allen-Bradley,ALL43964,2,EA,8.02,91,FALSE,91,18,180,36,54,3,Warehouse B-1,Warehouse B-1-C13,TF463990464680,,,,,,,A,44.07,{},,[],[],[],2025-09-28 13:39:07.704076,2025-09-28 18:39:07
219,TF-CON-SAF-0219,Allen-Bradley Safety Equipment 899,High-quality safety equipment for industrial applications,Consumables,Safety Equipment,Allen-Bradley,ALL78576,3,FT,7.93,3,FALSE,3,2,20,4,6,3,Chemical Storage,Chemical Storage-A13,TF712457611706,,,,,,,C,16.6,{},,[],[],[],2025-09-28 13:39:07.704088,2025-09-28 18:39:07
220,TF-CON-SAF-0220,Honeywell Safety Equipment 618,High-quality safety equipment for industrial applications,Consumables,Safety Equipment,Honeywell,HON33193,TRUE,GAL,45.17,81,FALSE,81,14,144,28,43,19,Warehouse B-1,Warehouse B-1-C02,TF907107448482,,,,,,,B,45.18,{},,[],[],[],2025-09-28 13:39:07.704099,2025-09-28 18:39:07
221,TF-CON-SAF-0221,Mitsubishi Safety Equipment 925,High-quality safety equipment for industrial applications,Consumables,Safety Equipment,Mitsubishi,MIT91265,4,LB,32.08,134,FALSE,134,17,178,35,53,3,Chemical Storage,Chemical Storage-C07,TF725881783413,,,,,,,B,27.52,{},,[],[],[],2025-09-28 13:39:07.704111,2025-09-28 18:39:07
222,TF-ELE-PCB-0222,Mitsubishi PCBs 339,High-quality pcbs for industrial applications,Electronics,PCBs,Mitsubishi,MIT18247,4,FT,397.32,15,FALSE,15,3,38,7,11,3,Warehouse B-1,Warehouse B-1-C17,TF238454238203,,,,,,,C,43.05,{},,[],[],[],2025-09-28 13:39:07.704123,2025-09-28 18:39:07
223,TF-ELE-PCB-0223,Cognex PCBs 918,High-quality pcbs for industrial applications,Electronics,PCBs,Cognex,COG51785,TRUE,BOX,1465.41,48,FALSE,48,6,64,12,19,16,Warehouse A-1,Warehouse A-1-A08,TF249924720478,,,,,,,C,41.76,{},,[],[],[],2025-09-28 13:39:07.704135,2025-09-28 18:39:07
224,TF-ELE-PCB-0224,Balluff PCBs 263,High-quality pcbs for industrial applications,Electronics,PCBs,Balluff,BAL62193,TRUE,BOX,1823.91,70,FALSE,70,13,135,27,40,5,Maintenance Shop,Maintenance Shop-A10,TF182561603531,,,,,,,B,30.47,{},,[],[],[],2025-09-28 13:39:07.704147,2025-09-28 18:39:07
225,TF-ELE-PCB-0225,Phoenix Contact PCBs 732,High-quality pcbs for industrial applications,Electronics,PCBs,Phoenix Contact,PHO19582,TRUE,EA,196.98,123,FALSE,123,12,127,25,38,5,Chemical Storage,Chemical Storage-B15,TF348184287566,,,,,,,C,3.41,{},,[],[],[],2025-09-28 13:39:07.704158,2025-09-28 18:39:07
226,TF-ELE-ICS-0226,Mitsubishi ICs 828,High-quality ics for industrial applications,Electronics,ICs,Mitsubishi,MIT45117,TRUE,FT,1930.08,114,FALSE,114,16,164,32,49,10,Chemical Storage,Chemical Storage-B04,TF307749119750,,,,,,,B,1.2,{},,[],[],[],2025-09-28 13:39:07.704170,2025-09-28 18:39:07
227,TF-ELE-ICS-0227,Siemens ICs 990,High-quality ics for industrial applications,Electronics,ICs,Siemens,SIE24898,2,GAL,977.61,51,FALSE,51,12,124,24,37,18,Electronics Lab,Electronics Lab-C20,TF214743530461,,,,,,,A,49.92,{},,[],[],[],2025-09-28 13:39:07.704181,2025-09-28 18:39:07
228,TF-ELE-ICS-0228,Phoenix Contact ICs 898,High-quality ics for industrial applications,Electronics,ICs,Phoenix Contact,PHO68111,5,GAL,1164.12,72,FALSE,72,19,197,39,59,21,Warehouse A-2,Warehouse A-2-B06,TF697788122592,,,,,,,B,41.31,{},,[],[],[],2025-09-28 13:39:07.704193,2025-09-28 18:39:07
229,TF-ELE-ICS-0229,Siemens ICs 592,High-quality ics for industrial applications,Electronics,ICs,Siemens,SIE57599,3,LB,1622.96,128,FALSE,128,13,139,27,41,10,Tool Crib,Tool Crib-B01,TF257312146677,,,,,,,C,7.13,{},,[],[],[],2025-09-28 13:39:07.704206,2025-09-28 18:39:07
230,TF-ELE-ICS-0230,ABB ICs 309,High-quality ics for industrial applications,Electronics,ICs,ABB,ABB75048,3,LB,1175.02,38,FALSE,38,17,179,35,53,11,Maintenance Shop,Maintenance Shop-A12,TF334733389326,,,,,,,C,21.18,{},,[],[],[],2025-09-28 13:39:07.704221,2025-09-28 18:39:07
231,TF-ELE-ICS-0231,Pepperl+Fuchs ICs 582,High-quality ics for industrial applications,Electronics,ICs,Pepperl+Fuchs,PEP12766,5,ROLL,588.51,38,FALSE,38,9,97,19,29,13,Maintenance Shop,Maintenance Shop-B20,TF559362159930,,,,,,,B,49.84,{},,[],[],[],2025-09-28 13:39:07.704233,2025-09-28 18:39:07
232,TF-ELE-ICS-0232,Parker Hannifin ICs 273,High-quality ics for industrial applications,Electronics,ICs,Parker Hannifin,PAR57348,4,LB,1902.89,119,FALSE,119,17,177,35,53,3,Chemical Storage,Chemical Storage-B14,TF356495855296,,,,,,,B,16.33,{},,[],[],[],2025-09-28 13:39:07.704244,2025-09-28 18:39:07
233,TF-ELE-ICS-0233,Emerson ICs 947,High-quality ics for industrial applications,Electronics,ICs,Emerson,EME81249,4,BOX,1068.89,114,FALSE,114,11,117,23,35,16,Electronics Lab,Electronics Lab-A04,TF773357356150,,,,,,,C,16.77,{},,[],[],[],2025-09-28 13:39:07.704256,2025-09-28 18:39:07
234,TF-ELE-RES-0234,Honeywell Resistors 699,High-quality resistors for industrial applications,Electronics,Resistors,Honeywell,HON96930,5,FT,630.49,59,FALSE,59,17,179,35,53,13,Tool Crib,Tool Crib-C11,TF113086965630,,,,,,,B,36.94,{},,[],[],[],2025-09-28 13:39:07.704268,2025-09-28 18:39:07
235,TF-ELE-RES-0235,Festo Resistors 620,High-quality resistors for industrial applications,Electronics,Resistors,Festo,FES70198,TRUE,GAL,1102.05,102,FALSE,102,11,117,23,35,7,Warehouse A-1,Warehouse A-1-B18,TF979638773301,,,,,,,A,36.02,{},,[],[],[],2025-09-28 13:39:07.704281,2025-09-28 18:39:07
236,TF-ELE-RES-0236,ABB Resistors 137,High-quality resistors for industrial applications,Electronics,Resistors,ABB,ABB25451,4,FT,556.89,7,FALSE,7,3,30,6,9,5,Tool Crib,Tool Crib-C12,TF553104098705,,,,,,,C,7.29,{},,[],[],[],2025-09-28 13:39:07.704293,2025-09-28 18:39:07
237,TF-ELE-RES-0237,Johnson Controls Resistors 183,High-quality resistors for industrial applications,Electronics,Resistors,Johnson Controls,JOH85833,3,LB,1430.75,44,FALSE,44,10,109,21,32,5,Warehouse B-1,Warehouse B-1-B02,TF739765470163,,,,,,,B,42.68,{},,[],[],[],2025-09-28 13:39:07.704305,2025-09-28 18:39:07
238,TF-ELE-CAP-0238,Siemens Capacitors 453,High-quality capacitors for industrial applications,Electronics,Capacitors,Siemens,SIE72564,5,ROLL,571.78,73,FALSE,73,15,151,30,45,21,Electronics Lab,Electronics Lab-C01,TF983556330062,,,,,,,B,32.25,{},,[],[],[],2025-09-28 13:39:07.704317,2025-09-28 18:39:07
