id,asset_tag,name,category,subcategory,location_id,parent_asset_id,manufacturer,model,serial_number,purchase_date,installation_date,warranty_expiry,purchase_cost,current_value,depreciation_rate,status,condition_rating,criticality,last_maintenance_date,next_maintenance_due,maintenance_frequency_days,operating_hours,max_operating_hours,energy_consumption,specifications,documentation_url,qr_code,iot_device_id,sensor_data,ai_health_score,failure_predictions,created_date,updated_date,created_by
101,TF-UTI-0101,Parker Hannifin Chemical Storage Tank Parker-411X,Utility Systems,Chemical Storage Tank,100,,Parker Hannifin,Parker-411X,PAR340907,2022-11-17 13:39:07.700497,2022-12-31 13:39:07.700497,2027-09-14 13:39:07.700497,33934,17403.92694315521,,Active,5,Medium,2025-04-25 13:39:07.700500,2026-04-25 13:39:07.700500,365,9630,26905,,{},,,,{},TRUE,{},2025-09-28 13:39:07.700505,2025-09-28 18:39:07,TRUE
102,TF-UTI-0102,Eaton Chemical Storage Tank Eaton-481B,Utility Systems,Chemical Storage Tank,116,,Eaton,Eaton-481B,EAT451996,2023-06-06 13:39:07.700522,2023-07-25 13:39:07.700522,2025-08-04 13:39:07.700522,10836,4996.534724771481,,Active,3,High,2025-08-07 13:39:07.700525,2025-10-06 13:39:07.700525,60,14903,64293,,{},,,,{},TRUE,{},2025-09-28 13:39:07.700530,2025-09-28 18:39:07,TRUE
103,TF-UTI-0103,Bosch Rexroth Chemical Storage Tank Bosch-391Pro,Utility Systems,Chemical Storage Tank,50,,Bosch Rexroth,Bosch-391Pro,BOS615803,2024-01-05 13:39:07.700547,2024-02-28 13:39:07.700547,2028-11-11 13:39:07.700547,16373,8159.673512419825,,Active,4,Medium,2025-05-02 13:39:07.700550,2026-05-02 13:39:07.700550,365,6391,48897,,{},,,,{},TRUE,{},2025-09-28 13:39:07.700555,2025-09-28 18:39:07,TRUE
104,TF-UTI-0104,Emerson Pump Emerson-530X,Utility Systems,Pump,138,,Emerson,Emerson-530X,EME531508,2021-09-16 13:39:07.700572,2021-10-28 13:39:07.700572,2024-05-09 13:39:07.700572,39075,15705.749349206859,,Active,5,High,2025-09-24 13:39:07.700575,2025-10-24 13:39:07.700575,30,16762,51885,,{},,,,{},TRUE,{},2025-09-28 13:39:07.700580,2025-09-28 18:39:07,TRUE
105,TF-UTI-0105,Balluff Pump Balluff-107B,Utility Systems,Pump,67,,Balluff,Balluff-107B,BAL224965,2019-05-12 13:39:07.700597,2019-05-30 13:39:07.700597,2020-09-29 13:39:07.700597,36709,23708.45188185919,,Active,4,High,2025-07-17 13:39:07.700600,2025-10-15 13:39:07.700600,90,35104,65640,,{},,,,{},TRUE,{},2025-09-28 13:39:07.700605,2025-09-28 18:39:07,TRUE
106,TF-UTI-0106,GE Pump GE-469X,Utility Systems,Pump,51,,GE,GE-469X,GE643265,2021-02-16 13:39:07.700622,2021-03-10 13:39:07.700622,2025-10-05 13:39:07.700622,26421,18720.642755364133,,Active,3,High,2024-10-27 13:39:07.700625,2025-10-27 13:39:07.700625,365,19096,61717,,{},,,,{},TRUE,{},2025-09-28 13:39:07.700630,2025-09-28 18:39:07,TRUE
107,TF-UTI-0107,Cognex Valve Cognex-920X,Utility Systems,Valve,31,,Cognex,Cognex-920X,COG150529,2024-08-05 13:39:07.700647,2024-08-21 13:39:07.700647,2027-06-13 13:39:07.700647,24813,12312.886013477728,,Active,5,Medium,2025-09-05 13:39:07.700650,2025-12-04 13:39:07.700650,90,4614,48227,,{},,,,{},TRUE,{},2025-09-28 13:39:07.700655,2025-09-28 18:39:07,TRUE
108,TF-UTI-0108,Pepperl+Fuchs Meter Pepperl+Fuchs-894X,Utility Systems,Meter,107,,Pepperl+Fuchs,Pepperl+Fuchs-894X,PEP379800,2019-05-08 13:39:07.700673,2019-07-03 13:39:07.700673,2022-05-01 13:39:07.700673,23249,18272.784853151887,,Active,5,Medium,2025-08-01 13:39:07.700676,2025-10-30 13:39:07.700676,90,26542,43198,,{},,,,{},TRUE,{},2025-09-28 13:39:07.700681,2025-09-28 18:39:07,TRUE
109,TF-UTI-0109,Allen-Bradley Meter Allen-Bradley-117B,Utility Systems,Meter,121,,Allen-Bradley,Allen-Bradley-117B,ALL723835,2022-12-18 13:39:07.700698,2023-01-21 13:39:07.700698,2026-08-13 13:39:07.700698,17698,10535.345108776042,,Active,4,Medium,2025-07-01 13:39:07.700701,2025-09-29 13:39:07.700701,90,23196,71297,,{},,,,{},TRUE,{},2025-09-28 13:39:07.700706,2025-09-28 18:39:07,TRUE
110,TF-UTI-0110,Festo Meter Festo-349B,Utility Systems,Meter,35,,Festo,Festo-349B,FES659572,2020-04-12 13:39:07.700722,2020-05-05 13:39:07.700722,2025-03-12 13:39:07.700722,29571,23043.27517835409,,Active,4,High,2025-08-11 13:39:07.700725,2025-11-09 13:39:07.700725,90,20358,58176,,{},,,,{},TRUE,{},2025-09-28 13:39:07.700730,2025-09-28 18:39:07,TRUE
